artist,album,title,duration,playcount,rating,rating_interpretation
Rival Sons,Feral Roots,Imperial Joy,4:09,,undefined,never-rated
Samara Lubelski,Flickers at the Station,Impositions,3:02,1,undefined,never-rated
Remy Zero,The Golden Hum,Impossibility,13:35,,0,not-rated
oso oso,basking in the glow,impossible game,3:25,,undefined,never-rated
Daniel Johnston,Late Great Daniel Johnston: The Originals [Disc 2],Impossible Love,2:56,,0,not-rated
Gordon Gano,Late Great Daniel Johnston [Disc 1] (The Covers),Impossible Love,4:50,,0,not-rated
Woods,Bend Beyond,Impossible Sky,3:02,,0,not-rated
Sufjan Stevens,The Age Of Adz,Impossible Soul,25:28:00,2,0,not-rated
Dirty Projectors,Swing Lo Magellan,Impregnable Question,2:43,1,0,not-rated
The Flaming Lips,Embryonic,The Impulse,3:29,,0,not-rated
Islands,A Sleep & A Forgetting,In A Dream It Seemed Real,3:21,,0,not-rated
Chris Cohen,As If Apart,In a Fable,3:00,1,undefined,never-rated
Brand New,Daisy,In A Jar,3:06,,0,not-rated
Dinosaur Jr,You're Living All Over Me,In A Jar,3:29,,0,not-rated
Clap Your Hands Say Yeah,Hysterical,In A Motel,3:50,,0,not-rated
Paul Simon,Stranger To Stranger,In A Parade,2:19,,undefined,never-rated
Okkervil River,Black Sheep Boy,In A Radio Song,5:38,1,0,not-rated
Superchunk,Foolish,In a Stage Whisper,3:59,1,0,not-rated
The Band,Music From Big Pink,In A Station,3:34,,0,not-rated
MewithoutYo,An Eclectic Mix Of Music That You May Or May Not Like ( But Sunny Does),In A Sweater Poorly Knit,5:27,,0,not-rated
Ezra Furman,Twelve Nudes,In America,2:10,,undefined,never-rated
Sandro Perri,In Another Life,In Another Life,24:21:00,2,5,thumbs-up
My Bloody Valentine,m b v,In Another Way,5:30,,0,not-rated
Half Waif,The Caretaker,In August,3:45,1,undefined,never-rated
The Feelies,In Between,In Between,3:55,1,undefined,never-rated
The Cure,The Head On The Door,In Between Days,2:58,,0,not-rated
Rogue Wave,Cover Me,In Between Days,3:34,,undefined,never-rated
The Feelies,In Between,In Between (Reprise),9:22,,undefined,never-rated
Sturgill Simpson,A Sailor's Guide to Earth,In Bloom,4:00,,undefined,never-rated
Hot Hot Heat,Make Up The Breakdown,In Cairo,4:52,,0,not-rated
Neko Case,"Live From Austin, TX",In California,3:20,1,undefined,never-rated
Johnny Foreigner,You Can Do Better,In Capitals,4:17,,0,not-rated
Architecture In Helsinki,In Case We Die,"In Case We Die, Pts. 1-4",3:34,2,0,not-rated
Meg Baird,Ghost Forests,In Cedars,6:52,,undefined,never-rated
The War On Drugs,A Deeper Understanding,In Chains,7:20,6,undefined,never-rated
M83,"Dead Cities, Red Seas & Lost Ghosts",In Church,3:59,1,0,not-rated
M83,"Dead Cities, Red Seas & Lost Ghosts",In Church [Cyann & Ben Version],6:57,,0,not-rated
The Mountain Goats,Get Lonely,In Corolla,4:07,,0,not-rated
Roy Orbison,Playlist: The Very Best Of Roy Orbison,In Dreams,2:50,2,0,not-rated
So Many Dynamos,Flashlights,In Every Direction,3:12,,0,not-rated
Greys,Outer Heaven,In For A Penny,2:04,2,undefined,never-rated
La Roux,La Roux,In For The Kill,4:09,,0,not-rated
Chuck Berry,The Chuck Berry Collection,In-Go,2:30,,0,not-rated
Bat For Lashes,The Bride,In God's House,3:31,1,undefined,never-rated
Generationals,Polyvinyl Plays Polyvinyl,In Green (feat. Sarah Quintana),2:53,,undefined,never-rated
Japanese Breakfast,Psychopomp,In Heaven,3:50,3,undefined,never-rated
Salad Boys,This Is Glue,In Heaven,4:28,,undefined,never-rated
Netherfriends,Shawn Jon (An Album About High School),In High School I Didn't Smoke Weed,2:12,3,undefined,never-rated
Netherfriends,Shawn Jon (An Album About High School),In High School We Played Hide and Seek with Our Cars,2:57,,undefined,never-rated
Tapes 'n Tapes,The Loon,In Houston,4:04,,0,not-rated
Haruomi Hosono,Philharmony,In Limbo (2019 Remastering),2:29,,undefined,never-rated
Sharon Van Etten,Tramp,In Line,4:43,,0,not-rated
Alex G,Beach Music,In Love,3:30,,undefined,never-rated
Soft Hair,Soft Hair,In Love,4:58,,undefined,never-rated
Mannequin Pussy,Patience,In Love Again,4:18,7,undefined,never-rated
The Mountain Goats,Transcendental Youth,In Memory Of Satan,4:01,,0,not-rated
(Sandy) Alex G,House of Sugar,In My Arms,2:43,12,undefined,never-rated
Peaer,A Healthy Earth,In My Belly,3:02,2,undefined,never-rated
SUNFACE,Sunface EP,(In My Dreams) I Have It All,2:57,1,undefined,never-rated
Joseph,"Good Luck, Kid",In My Head,3:22,,undefined,never-rated
The Fiery Furnaces,Bitter Tea,In My Little Thatched Hut,4:14,,0,not-rated
Angry Angles,Angry Angles,In My Room,2:19,1,undefined,never-rated
Kurt Vile,Smoke Ring For My Halo,In My Time (Album Version),3:47,,0,not-rated
Ryan Adams,Heartbreaker,In My Time Of Need,5:38,,0,not-rated
The Twilight Sad,Nobody Wants to Be Here and Nobody Wants to Leave,In Nowheres,5:23,,0,not-rated
José González,In Our Nature,In Our Nature,1:23,,0,not-rated
So Many Dynamos,Flashlights,In Our Sleep,3:53,,0,not-rated
Rocket From The Tombs,Ciao My Shining Star (Deluxe Edition),In Pursuit Of Your Happiness,2:12,,0,not-rated
Lovedrug,Pretend You're Alive,In Red,4:10,,0,not-rated
Pendant,Through a Coil,In Repose,2:26,,undefined,never-rated
Tom Waits,Heartattack And Vine,In Shades,4:25,,0,not-rated
Cloud Nothings,Last Building Burning,In Shame,3:34,5,undefined,never-rated
Arcade Fire,Funeral,In The Backseat,6:21,1,0,not-rated
Arcade Fire,Funeral,In the Backseat,6:20,1,0,not-rated
Sambassadeur,Sambassadeur,In The Calm,2:03,,0,not-rated
Caveman,Caveman,In the City,4:07,6,0,not-rated
Lightning Dust,Fantasy,In The City Tonight,5:01,,0,not-rated
Colin Stetson,All This I Do For Glory,In the clinches,2:47,1,undefined,never-rated
M83,Before The Dawn Heals Us,In The Cold I'm Standing,4:09,2,0,not-rated
The Mountain Goats,Heretic Pride,In The Craters On The Moon,3:32,1,0,not-rated
Foxygen,We Are The 21st Century Ambassadors Of Peace & Magic,In the Darkness,2:01,1,0,not-rated
STRFKR,"Being No One, Going Nowhere",In The End,3:44,,undefined,never-rated
Animal Collective,Merriweather Post Pavilion,In The Flowers,5:21,,0,not-rated
Paul Simon,Stranger To Stranger,In The Garden Of Edie,1:48,,undefined,never-rated
Julia Holter,In The Same Room,In the Green Wild (Live at RAK),4:04,,undefined,never-rated
Midlake,The Courage Of Others,In The Ground,4:14,,0,not-rated
First Aid Kit,The Lion's Roar,In The Hearts Of Men,4:14,1,0,not-rated
The Mountain Goats,Get Lonely,In The Hidden Places,4:21,,0,not-rated
dodie,You - EP,In The Middle,3:01,2,undefined,never-rated
Built To Spill,There's Nothing Wrong With Love,In The Morning,2:37,,0,not-rated
Club 8,The Boy Who Couldn't Stop Dreaming,In The Morning,2:39,,0,not-rated
Destroyer,ken (Deluxe Version),In the Morning,3:16,2,undefined,never-rated
Long Beard,Means To Me,In The Morning,2:51,1,undefined,never-rated
Tennis,Yours Conditionally,In the Morning I'll Be Better,3:33,3,undefined,never-rated
The Flaming Lips,Yoshimi Battles The Pink Robots,In The Morning Of The Magicians,6:19,,0,not-rated
Tom Waits,Swordfishtrombones,In The Neighborhood,3:07,,0,not-rated
The Walkmen,You & Me,In The New Year,4:22,,0,not-rated
Mike Mains & The Branches,"Calm Down, Everything Is Fine",In the Night,3:15,,0,not-rated
Cursive,"Mama, I'm Swollen",In The Now,2:34,,0,not-rated
Hot Chip,Made In The Dark,In The Privacy Of Our Love,2:54,,0,not-rated
Jenny Hval,Blood Bitch,In the Red,2:21,1,undefined,never-rated
Dead Man's Bones,Dead Man's Bones,In The Room Where You Sleep,3:56,2,0,not-rated
Islands,Arm's Way,In The Rushes,6:59,,0,not-rated
Ceremony,In the Spirit World Now,In the Spirit World Now,3:14,2,undefined,never-rated
Hovvdy,Cranberry,In the Sun,3:01,28,undefined,never-rated
Lord Huron,Lonesome Dreams,In The Wind,5:00,,0,not-rated
Kaitlyn Aurelia Smith,The Kid,In the World,3:00,,undefined,never-rated
Kaitlyn Aurelia Smith,The Kid,"In the World, but Not of the World",3:57,,undefined,never-rated
Bowerbirds,The Clearing,In the Yard,4:07,,0,not-rated
Scattle,Sketch,In The Zone,2:49,1,undefined,never-rated
Elton John Cena,All Wombats Go to Heaven,In Theory,1:43,7,undefined,never-rated
Midlake,The Trials Of Van Occupanther,In This Camp,1:32,,0,not-rated
Cat Power,The Covers Record,In This Hole,4:27,,0,not-rated
Clap Your Hands Say Yeah,Clap Your Hands Say Yeah,In This Home On Ice,3:58,1,0,not-rated
Sufjan Stevens,Sufjan Stevens Invites You To: Come On Feel the Illinoise,"In This Temple, As In The Hearts Of Man For Whom He Saved The Earth",0:36,,0,not-rated
Pickwick,Lovejoys,In Time,2:56,,undefined,never-rated
Blood Red Shoes,Blood Red Shoes (Deluxe Edition),In Time To Voices,3:42,,0,not-rated
Palehound,Black Friday,In Town,4:25,2,undefined,never-rated
Father John Misty,Pure Comedy,In Twenty Years or So,6:27,1,undefined,never-rated
Alvvays,Antisocialites,In Undertow,3:17,29,undefined,never-rated
Matt Pond PA,More Winter Lives,In Winter (feat. Laura Burhenn & Steady Holiday),4:09,1,undefined,never-rated
Bat For Lashes,The Bride,In Your Bed,3:31,,undefined,never-rated
Andrew W.K.,You're Not Alone,In Your Darkest Moments,1:05,2,undefined,never-rated
Brideshore,Pass You By,In Your Head,3:47,1,undefined,never-rated
SKATERS,Rock and Roll Bye Bye,In Your Head,4:24,,undefined,never-rated
White Lung,Deep Fantasy,In Your Home,2:47,,0,not-rated
The Fiery Furnaces,Gallowsbird's Bark,Inca Rag/Name Game,3:56,,0,not-rated
The Sidekicks,Awkward Breeds,Incandescent Days,3:34,1,undefined,never-rated
DIIV,Is the Is Are,Incarnate Devil,4:42,,undefined,never-rated
Meat Wave,The Incessant,The Incessant,4:42,1,undefined,never-rated
Sonic Youth,Rather Ripped,Incinerate,4:56,1,0,not-rated
The Avett Brothers,I And Love And You,Incomplete And Insecure,2:36,,0,not-rated
At The Drive-In,in•ter a•li•a,Incurably Innocent,3:26,,undefined,never-rated
Hüsker Dü,Zen Arcade,Indecision Time,2:15,,0,not-rated
M. Ward,Migration Stories,Independent Man,4:31,,undefined,never-rated
Lonely Parade,The Pits,Index Finger,4:02,,undefined,never-rated
Robert Francis,Indian Summer,Indian Summer,3:32,,undefined,never-rated
Elton John,Madman Across The Water,Indian Sunset,6:47,1,0,not-rated
Cymbals Eat Guitars,Why There Are Mountains,Indiana,3:34,7,0,not-rated
Pearl Jam,Vs.,Indifference,5:03,3,0,not-rated
Doldrums,The Air Conditioned Nightmare,Industry City,5:00,,0,not-rated
Pearl Jam,Lightning Bolt,Infallible,5:19,1,0,not-rated
Over The Rhine,The Long Surrender,Infamous Love Song,6:33,,0,not-rated
The Decemberists,Picaresque,The Infanta,5:08,,0,not-rated
The Decemberists,We All Raise Our Voices To The Air: Live Songs 04.11-08.11 [Disc 1],The Infanta,5:47,,0,not-rated
The Magnetic Fields,Love At The Bottom Of The Sea,Infatuation (With Your Gyration),2:12,1,0,not-rated
Negative Gemini,Bad Baby,Infin Path,5:16,,undefined,never-rated
Band Of Horses,Infinite Arms,Infinite Arms,4:08,,0,not-rated
Carmen Villain,Infinite Avenue,Infinite Avenue,3:55,3,undefined,never-rated
Arcade Fire,Everything Now,Infinite Content,1:37,3,undefined,never-rated
Arcade Fire,Everything Now,Infinite_Content,1:41,2,undefined,never-rated
Menace Beach,Ratworld,Infinite Donut,2:14,,undefined,never-rated
Grimes,Visions,Infinite Love Without Fulfillment,1:36,1,0,not-rated
The World Is A Beautiful Place & I Am No Longer Afraid To Die,Always Foreign,Infinite Steve,6:13,1,undefined,never-rated
Sun Airway,Nocturne Of Exploded Crystal Chandelier,Infinity,3:22,,0,not-rated
Sleigh Bells,Treats,Infinity Guitars,2:32,3,0,not-rated
Joanna Newsom,The Milk-Eyed Mender,Inflammatory Writ,2:51,3,0,not-rated
Sure Sure,Sure Sure,Information Machine,2:19,1,undefined,never-rated
slowthai,Nothing Great About Britain,Inglorious (feat. Skepta),3:08,1,undefined,never-rated
Anna Meredith,FIBS,Inhale Exhale,3:46,1,undefined,never-rated
Rubblebucket,Sun Machine,Inner Cry,3:32,7,undefined,never-rated
Makaya McCraven,Universal Beings,Inner Flight,3:02,1,undefined,never-rated
Chain Wallet,No Ritual,Inner Space,3:31,1,undefined,never-rated
mt. fujitive,sanctuary,inni,2:22,,undefined,never-rated
Jenny Hval,Innocence is Kinky,Innocense Is Kinky,4:26,,0,not-rated
Hundred Waters,The Moon Rang Like a Bell,Innocent,4:40,1,0,not-rated
Summer Cannibals,Can't Tell Me No,Innocent Man,3:10,,undefined,never-rated
Okay Kaya,Watch This Liquid Pour Itself,Insert Generic Name,2:25,,undefined,never-rated
Fucked Up,David Comes To Life,Inside A Frame,4:17,,0,not-rated
Soccer Mommy,Collection,Inside Out,4:56,6,undefined,never-rated
Spoon,They Want My Soul,Inside Out,5:02,,0,not-rated
Alessandro Cortini,Illusion Of Time,Inside The Ruins,6:09,,undefined,never-rated
Tapes 'n Tapes,The Loon,Insistor,4:19,,0,not-rated
Shearwater,Animal Joy,Insolence,6:23,5,0,not-rated
Caroline Polachek,Pang,Insomnia,3:14,1,undefined,never-rated
Yellow Magic Orchestra,Solid State Survivor,Insomnia,4:57,1,undefined,never-rated
Paul Simon,Stranger To Stranger,Insomniac’s Lullaby,4:33,,undefined,never-rated
Animal Collective,Tangerine Reef,Inspector Gadget,4:19,3,undefined,never-rated
Sharon Jones and The Dap-Kings,Dark Was The Night: A Red Hot Compilation [Disc 2],Inspiration Information,4:05,,0,not-rated
Secret Mountain,Everyone in This Band Is Fat,Instagram Death Threat,1:59,2,undefined,never-rated
Cherry Glazerr,Apocalipstick,Instagratification,2:45,,undefined,never-rated
Parquet Courts,Sunbathing Animal,Instant Disassembly,7:13,,0,not-rated
Surfer Blood,Snowdonia,Instant Doppelgängers,4:40,1,undefined,never-rated
Dad Punchers,These Times Weren't Made for You,Instant Stream,2:01,1,undefined,never-rated
dodie,You - EP,Instrumental,0:50,2,undefined,never-rated
The Microphones,The Glow Pt. 2,Instrumental,1:38,1,0,not-rated
Noah and The Whale,The First Days Of Spring,Instrumental I,1:34,,0,not-rated
The Microphones,The Glow Pt. 2,Instrumental II,1:57,1,0,not-rated
Noah and The Whale,The First Days Of Spring,Instrumental II,1:37,,0,not-rated
Parquet Courts,Content Nausea,Insufferable,1:36,,0,not-rated
Shearwater,The Golden Archipelago,An Insular Life,3:09,,0,not-rated
Crystal Castles,(III),Insulin,1:47,1,0,not-rated
The Mountain Goats,The Coroners Gambit,Insurance Fraud #2,3:02,,0,not-rated
Kaitlyn Aurelia Smith,The Kid,An Intention,4:00,,undefined,never-rated
Perfect Pussy,Say Yes to Love,Interference Fits,3:30,,0,not-rated
awakebutstillinbed,what people call low self​-​esteem is really just seeing yourself the way that other people see you,interlude,3:16,21,undefined,never-rated
Danny Norbury,Light in August,Interlude,1:00,6,undefined,never-rated
Dave Paulson,"Sandusky, Ohio",Interlude,1:40,,undefined,never-rated
The Decemberists,The Hazards Of Love,An Interlude,1:41,,0,not-rated
Frankie Cosmos,Next Thing,Interlude,0:45,4,undefined,never-rated
Priests,Nothing Feels Natural,Interlude,1:17,,undefined,never-rated
Soccer Mommy,Clean,Interlude,1:38,,undefined,never-rated
Something For Rockets,Something For Rockets,Interlude,1:08,,0,not-rated
Alt-J,An Awesome Wave,(Interlude 1),1:12,1,0,not-rated
Alt-J,An Awesome Wave,(Interlude 2),1:18,2,0,not-rated
Alt-J,An Awesome Wave,(Interlude 3),0:53,1,0,not-rated
Gorillaz,Humanz (Deluxe),Interlude: Elevator Going Up,0:04,1,undefined,never-rated
Pish,Pish,Interlude I,0:40,,undefined,never-rated
Pish,Pish,Interlude II,0:43,,undefined,never-rated
Pish,Pish,Interlude III,0:59,,undefined,never-rated
Petrol Girls,Cut & Stitch,Interlude (Looming),0:41,1,undefined,never-rated
Modest Mouse,Good News For People Who Love Bad News,Interlude (Milo),0:59,1,0,not-rated
Gorillaz,Humanz (Deluxe),Interlude: New World,1:21,1,undefined,never-rated
Gorillaz,Humanz (Deluxe),Interlude: Penthouse,0:11,1,undefined,never-rated
Petrol Girls,Cut & Stitch,Interlude (Q&a),0:30,1,undefined,never-rated
Gorillaz,Humanz (Deluxe),Interlude: Talk Radio,0:19,1,undefined,never-rated
Gorillaz,Humanz (Deluxe),Interlude: The Elephant,0:11,1,undefined,never-rated
Gorillaz,Humanz (Deluxe),Interlude: The Non-conformist Oath,0:21,1,undefined,never-rated
Petrol Girls,Cut & Stitch,Interlude (They Say),0:57,,undefined,never-rated
tUnE-yArDs,Nikki Nack,Interlude: Why Do We Dine On The Tots?,1:28,,0,not-rated
Natalie Prass,The Future And The Past,Interlude: Your Fire,0:32,4,undefined,never-rated
No Vacation,Intermission,Intermission,0:56,83,undefined,never-rated
Angel Olsen,MY WOMAN,Intern,2:46,3,undefined,never-rated
Cloud Nothings,Life Without Sound,Internal World,3:46,3,undefined,never-rated
Ladytron,Witching Hour,International Dateline,4:17,,0,not-rated
The Mountain Goats,Tallahassee,International Small Arms Traffic Blues,2:50,,0,not-rated
of Montreal,Rune Husk,Internecine Larks,4:14,,undefined,never-rated
Tacocat,Lost Time,The Internet,2:48,,undefined,never-rated
Jeff Rosenstock,I Look Like Shit,The Internet is Everywhere.,3:25,2,0,not-rated
Alessandro Cortini,Illusion Of Time,Interrupted By The Cloud Of Light,1:54,,undefined,never-rated
Modern Baseball,"Polyvinyl 4-Track Singles Series, Vol. 3",Intersection,3:53,1,undefined,never-rated
STRFKR,"Being No One, Going Nowhere",interspace,1:10,,undefined,never-rated
Big Thief,Masterpiece,Interstate,3:24,2,undefined,never-rated
Modest Mouse,Building Nothing Out Of Something,Interstate 8,4:40,,0,not-rated
Lomelda,Thx,Interstate Vision,2:42,3,undefined,never-rated
Whitney Ballen,Falls,Interstitial,2:22,2,undefined,never-rated
The Mars Volta,De-Loused In The Comatorium,Intertiatic E.S.P.,4:24,1,0,not-rated
Arcade Fire,Neon Bible,Intervention,4:19,1,0,not-rated
A Giant Dog,Neon Bible,Intervention,3:58,1,undefined,never-rated
Crystal Castles,Crystal Castles (II),Intimate,4:45,,0,not-rated
Jens Lekman,Night Falls Over Kortedala,Into Eternity,3:44,1,0,not-rated
Summer Cannibals,Can't Tell Me No,Into Gold,4:21,,undefined,never-rated
The Sea and Cake,Any Day,Into Rain,3:53,1,undefined,never-rated
Cursive,Happy Hollow,Into The Fold,4:16,,0,not-rated
Parquet Courts,Sunbathing Animal,Into The Garden,3:00,,0,not-rated
Xiu Xiu,Plays the Music of Twin Peaks,Into the Night,5:12,3,undefined,never-rated
Seapony,Go With Me,Into the Sea,2:51,,0,not-rated
Why?,Eskimo Snow,Into The Shadows Of My Embrace,4:35,,0,not-rated
The Tallest Man On Earth,Shallow Grave,Into The Stream,2:47,,0,not-rated
GENTLE LOVE,Prescription for Sleep: Lullabies of Mana,Into the Thick of It,7:01,,undefined,never-rated
Ellis,Born Again,Into the Trees,4:05,,undefined,never-rated
Titus Andronicus,The Most Lamentable Tragedy,Into The Void ( Filler ),4:36,,undefined,never-rated
Martha,Love Keeps Kicking,Into This,3:11,4,undefined,never-rated
Jawbreaker,Etc.,Into You Like A Train,2:26,,0,not-rated
Clap Your Hands Say Yeah,Hysterical,Into Your Alien Arms,5:30,,0,not-rated
Lucero,Tennessee,Into Your Eyes,2:14,2,0,not-rated
The Tallest Man On Earth,The Tallest Man On Earth [EP],Intop The Stream,2:51,,0,not-rated
LEYA,Flood Dream,INTP,3:47,2,undefined,never-rated
Bent Shapes,Wolves of Want,Intransitive Verbs,3:36,,undefined,never-rated
Turnover,Peripheral Vision,Intrapersonal,3:46,,undefined,never-rated
Alex G,Beach Music,Intro,0:49,,undefined,never-rated
Alt-J,An Awesome Wave,Intro,2:38,1,0,not-rated
Amen Dunes,Freedom,Intro,0:50,1,undefined,never-rated
Blanck Mass,Animated Violence Mild,Intro,0:35,4,undefined,never-rated
The Bravery,The Sun And The Moon,Intro,0:29,,0,not-rated
Camera Obscura,Desire Lines,Intro,0:30,,0,not-rated
Dead Man's Bones,Dead Man's Bones,Intro,0:51,1,0,not-rated
Doves,The Last Broadcast,Intro,1:18,,0,not-rated
A Giant Dog,Pile,Intro,1:04,3,undefined,never-rated
Gorillaz,Demon Days,Intro,1:08,8,0,not-rated
Hit Like a Girl,What Makes Love Last,Intro,0:39,2,undefined,never-rated
Indian Askin,Another Round,Intro,1:10,,undefined,never-rated
M83 Feat. Zola Jesus,"Hurry Up, We're Dreaming [Disc 1]",Intro,5:23,,0,not-rated
oso oso,basking in the glow,intro,2:35,,undefined,never-rated
Petrol Girls,Cut & Stitch,Intro,1:18,1,undefined,never-rated
Snail Mail,Lush,Intro,1:12,11,undefined,never-rated
Terrible Spaceship,Mechanical Monsters,The Intro,2:20,2,undefined,never-rated
